Target	Assoc	n
1114	hoşnut	memnun	53
1115	hoşnut	mutlu	16
1116	hoşnut	nahoş	2
1117	hoşnut	olmak	2
1118	hoşnut	rahat	2
1119	hoşnut	sevecen	2
1120	hoşnut	sevinç	1
1121	hoşnut	tatmin	5
1122	hoşnut	çocuk	1
1123	hukuk	adalet	19
1124	hukuk	anayasa	3
1125	hukuk	avukat	23
1126	hukuk	dava	3
1127	hukuk	ders	2
1128	hukuk	ezber	3
1129	hukuk	fakülte	2
1130	hukuk	hak	15
1131	hukuk	hakim	2
1132	hukuk	kanun	4
1133	hukuk	kural	4
1134	hukuk	mahkeme	9
1135	hukuk	sınav	2
1136	hukuk	yargıç	5
1137	hukuk	yasa	2
1138	hukuk	öğrenci	2
1139	hüzün	acı	1
1140	hüzün	acı	1
1141	hüzün	akşam	1
1142	hüzün	ayrılık	6
1143	hüzün	ağlama	9
1144	hüzün	aşk	1
1145	hüzün	bahçe	1
1146	hüzün	dert	2
1147	hüzün	elem	2
1148	hüzün	gam	1
1149	hüzün	gereklilik	1
1150	hüzün	geçici	1
1151	hüzün	gözyaşı	10
1152	hüzün	hazan	1
1153	hüzün	huzur	1
1154	hüzün	hırs	1
1155	hüzün	kalp kırıklığı	1
1156	hüzün	keder	18
1157	hüzün	kuş	1
1158	hüzün	kötülük	1
1159	hüzün	kırışıklar	1
1160	hüzün	kış	1
1161	hüzün	melankoli	3
1162	hüzün	mutluluk	2
1163	hüzün	neşe	1
1164	hüzün	sevgili	1
1165	hüzün	sevinç	3
1166	hüzün	sonbahar	5
1167	hüzün	stres	1
1168	hüzün	sıkıntı	1
1169	hüzün	sıra	1
1170	hüzün	tasa	1
1171	hüzün	uzak	1
1172	hüzün	yalnızlık	2
1173	hüzün	yas	1
1174	hüzün	yağmur	1
1175	hüzün	yaşlılık	1
1176	hüzün	yokluk	1
1177	hüzün	ölüm	3
1178	hüzün	üzüntü	5
1179	hüzün	şarkı	3
1180	hırçınlık	agresif	5
1181	hırçınlık	aptallık	1
1182	hırçınlık	asabiyet	11
1183	hırçınlık	asi	5
1184	hırçınlık	ağlama	1
1185	hırçınlık	bağırmak	3
1186	hırçınlık	buluğ	1
1187	hırçınlık	ceza	1
1188	hırçınlık	dayak	1
1189	hırçınlık	delilik	1
1190	hırçınlık	ergenlik	1
1191	hırçınlık	futbol	1
1192	hırçınlık	gerginlik	2
1193	hırçınlık	haşin	2
1194	hırçınlık	huysuz	5
1195	hırçınlık	hırs	1
1196	hırçınlık	inatçı	4
1197	hırçınlık	itiraz	1
1198	hırçınlık	kapris	1
1199	hırçınlık	kavga	11
1200	hırçınlık	kedi	1
1201	hırçınlık	kötü	1
1202	hırçınlık	kırmızı	1
1203	hırçınlık	kızgınlık	3
1204	hırçınlık	manasız	1
1205	hırçınlık	mızmızlık	1
1206	hırçınlık	nefret	1
1207	hırçınlık	pişmanlık	1
1208	hırçınlık	salak	1
1209	hırçınlık	saldırgan	1
1210	hırçınlık	sevimsiz	1
1211	hırçınlık	sinirli	9
1212	hırçınlık	taşkınlık	1
1213	hırçınlık	tırnak	1
1214	hırçınlık	uykusuzluk	1
1215	hırçınlık	yaramazlık	1
1216	hırçınlık	çirkef	1
1217	hırçınlık	çocuk	8
1218	hırçınlık	öfke	4
1219	hırçınlık	üzüntü	1
1220	hırçınlık	şiddet	1
1221	imza	ad	1
1222	imza	atmak	6
1223	imza	belirti	1
1224	imza	benlik	1
1225	imza	burs	1
1226	imza	dilekçe	3
1227	imza	evlilik	4
1228	imza	isim	13
1229	imza	iz	1
1230	imza	işaret	4
1231	imza	kalem	4
1232	imza	karakter	1
1233	imza	karalama	3
1234	imza	kariyer	1
1235	imza	kart	1
1236	imza	kimlik	5
1237	imza	kişilik	10
1238	imza	kredi kartı	1
1239	imza	müdür	1
1240	imza	mühür	9
1241	imza	onay	7
1242	imza	parafe	2
1243	imza	parmak	2
1244	imza	resmiyet	3
1245	imza	simge	2
1246	imza	sözleşme	2
1247	imza	tarih	2
1248	imza	teminat	1
1249	imza	yazı	1
1250	imza	yetki	3
1251	imza	yoklama	1
1252	imza	şahıs	2
1253	imza	şart	1
1254	inanç	Allah	12
1255	inanç	Tanrı	5
1256	inanç	ahiret	1
1257	inanç	batıl	2
1258	inanç	başarı	1
1259	inanç	bekleyiş	1
1260	inanç	beyaz	1
1261	inanç	boş inanç	1
1262	inanç	cami	1
1263	inanç	din	35
1264	inanç	direnç	1
1265	inanç	doğma	1
1266	inanç	dua	2
1267	inanç	duygu	2
1268	inanç	dünya	1
1269	inanç	düşünce	1
1270	inanç	eksiklik	1
1271	inanç	fikir	1
1272	inanç	güven	5
1273	inanç	güç	1
1274	inanç	ibadet	2
1275	inanç	imam	1
1276	inanç	iman	6
1277	inanç	istikrar	1
1278	inanç	kalp	2
1279	inanç	kandırmak	1
1280	inanç	onay	1
1281	inanç	saygı	1
1282	inanç	temel	1
1283	inanç	vicdan	1
1284	inanç	yaşam	1
1285	inanç	özgürlük	1
1286	inanç	İslam	5
1287	iyilik	anne	1
1288	iyilik	arkadaş	2
1289	iyilik	beyaz	2
1290	iyilik	cömertlik	3
1291	iyilik	deniz	2
1292	iyilik	dostluk	3
1293	iyilik	doğruluk	1
1294	iyilik	erdem	3
1295	iyilik	fakir	1
1296	iyilik	gülümseme	1
1297	iyilik	güzellik	12
1298	iyilik	hayat	1
1299	iyilik	hediye	1
1300	iyilik	ikiyüzlülük	1
1301	iyilik	insan	4
1302	iyilik	kalp	1
1303	iyilik	kötülük	23
1304	iyilik	masumiyet	1
1305	iyilik	melek	6
1306	iyilik	merhamet	1
1307	iyilik	mutluluk	1
1308	iyilik	nadir	1
1309	iyilik	nankörlük	1
1310	iyilik	niyet	1
1311	iyilik	pembe	1
1312	iyilik	peri	1
1313	iyilik	saflık	2
1314	iyilik	sevap	2
1315	iyilik	sevgi	5
1316	iyilik	sohbet	1
1317	iyilik	vefa	2
1318	iyilik	vicdan	2
1319	iyilik	yardım	7
1320	iyilik	yücelik	1
1321	iyilik	ödev	1
1322	iyilik	öz	1
1323	iğde	ağaç	39
1324	iğde	bahçe	1
1325	iğde	bakkal	1
1326	iğde	beyaz	1
1327	iğde	dal	2
1328	iğde	dağ	1
1329	iğde	esans	1
1330	iğde	garip	1
1331	iğde	iğne	1
1332	iğde	kadife	2
1333	iğde	kahverengi	3
1334	iğde	kekre	1
1335	iğde	kestane	1
1336	iğde	koku	11
1337	iğde	kuru yemiş	1
1338	iğde	köy	1
1339	iğde	kış	2
1340	iğde	mayhoş	1
1341	iğde	meyve	11
1342	iğde	müthiş	1
1343	iğde	sarı	1
1344	iğde	tat	1
1345	iğde	tatsız	1
1346	iğde	turuncu	1
1347	iğde	yaprak	3
1348	iğde	yaz	1
1349	iğde	yemek	1
1350	iğde	yemiş	1
1351	iğde	yiyecek	1
1352	iğde	çekirdek	5
1353	iğde	çiğdem	1
1354	kapı	anahtar	4
1355	kapı	araba	1
1356	kapı	açık	6
1357	kapı	baca	3
1358	kapı	büyük	1
1359	kapı	demir	1
1360	kapı	derslik	1
1361	kapı	duvar	2
1362	kapı	ev	10
1363	kapı	giriş	7
1364	kapı	gizlilik	1
1365	kapı	güven	2
1366	kapı	gıcırtı	2
1367	kapı	kapalı	1
1368	kapı	kapıcı	2
1369	kapı	kilit	13
1370	kapı	kiriş	1
1371	kapı	kol	9
1372	kapı	kulp	2
1373	kapı	oda	3
1374	kapı	okul	1
1375	kapı	pencere	5
1376	kapı	sınır	1
1377	kapı	tahta	2
1378	kapı	tokmak	3
1379	kapı	yol	1
1380	kapı	yolculuk	2
1381	kapı	zil	10
1382	kapı	çıkış	2
1383	kapı	özgürlük	1
1384	kas	adale	5
1385	kas	anatomi	1
1386	kas	ağrı	1
1387	kas	ağırlık	2
1388	kas	bacak	2
1389	kas	biyoloji	4
1390	kas	damar	3
1391	kas	doku	1
1392	kas	eklem	1
1393	kas	erkek	3
1394	kas	gevşemek	7
1395	kas	glikoz	1
1396	kas	güç	16
1397	kas	hareket	2
1398	kas	kan	2
1399	kas	kasket	1
1400	kas	kasılma	2
1401	kas	kemik	3
1402	kas	kol	4
1403	kas	koşmak	2
1404	kas	kramp	1
1405	kas	kuvvet	2
1406	kas	kırmızı	2
1407	kas	lif	4
1408	kas	pazı	3
1409	kas	protein	1
1410	kas	rahatlama	1
1411	kas	sert	1
1412	kas	spor	10
1413	kas	sporcu	1
1414	kas	tik	2
1415	kas	vücut	5
1416	kas	yorgunluk	1
1417	kas	yığın	1
1418	kas	çizgili	1
1419	kas	şişkinlik	1
1420	katil	acımasız	1
1421	katil	asabi	1
1422	katil	balina	1
1423	katil	bıçak	10
1424	katil	canavar	1
1425	katil	cani	3
1426	katil	ceset	1
1427	katil	cinayet	24
1428	katil	cinnet	1
1429	katil	film	1
1430	katil	gazete	1
1431	katil	gece	1
1432	katil	hapishane	2
1433	katil	hırsız	1
1434	katil	idam	1
1435	katil	kan	6
1436	katil	kaçmak	1
1437	katil	kiralık	2
1438	katil	korku	2
1439	katil	kurban	3
1440	katil	köpek	1
1441	katil	maktul	1
1442	katil	maske	2
1443	katil	oyun	1
1444	katil	sadist	1
1445	katil	silah	9
1446	katil	sorun	1
1447	katil	suçlu	4
1448	katil	tabanca	2
1449	katil	uşak	1
1450	katil	vahşet	2
1451	katil	yargıç	1
1452	katil	ölüm	7
1453	kayıp	acı	1
1454	kayıp	anahtar	2
1455	kayıp	araba	1
1456	kayıp	aramak	7
1457	kayıp	bileklik	1
1458	kayıp	bulmak	3
1459	kayıp	cüzdan	15
1460	kayıp	dost	1
1461	kayıp	eksik	2
1462	kayıp	endişe	1
1463	kayıp	eşya	12
1464	kayıp	ilan	5
1465	kayıp	kaçak	3
1466	kayıp	kimlik	1
1467	kayıp	kuyu	1
1468	kayıp	otobüs	1
1469	kayıp	para	1
1470	kayıp	somut	1
1471	kayıp	telaş	1
1472	kayıp	telefon	1
1473	kayıp	top	1
1474	kayıp	toplam	2
1475	kayıp	unutulmuş	1
1476	kayıp	yitik	4
1477	kayıp	yok	15
1478	kayıp	zaman	1
1479	kayıp	zayi	1
1480	kayıp	çalıntı	1
1481	kayıp	çocuk	6
1482	kayıp	ölüm	3
1483	kayıp	üzüntü	3
1484	kayıp	şehir	1
1485	kuş	ağaç	1
1486	kuş	bahar	2
1487	kuş	beyinli	1
1488	kuş	böcek	1
1489	kuş	bülbül	2
1490	kuş	bıldırcın	1
1491	kuş	cıvıltı	3
1492	kuş	dal	1
1493	kuş	gece	1
1494	kuş	gökyüzü	1
1495	kuş	göç	1
1496	kuş	güvercin	2
1497	kuş	kafes	2
1498	kuş	kanarya	2
1499	kuş	kanat	13
1500	kuş	karate	2
1501	kuş	karga	2
1502	kuş	kedi	1
1503	kuş	kurt	1
1504	kuş	küçük	4
1505	kuş	martı	1
1506	kuş	masumiyet	1
1507	kuş	muhabbet	2
1508	kuş	papağan	1
1509	kuş	salak	1
1510	kuş	serçe	10
1511	kuş	ses	2
1512	kuş	tüy	5
1513	kuş	uçak	1
1514	kuş	uçmak	13
1515	kuş	uçurtma	1
1516	kuş	yuva	1
1517	kuş	ötüş	8
1518	kuş	özgürlük	6
1519	kuş	üzüm	2
1520	kuş	şirin	1
1521	külhan	adam	1
1522	külhan	at	6
1523	külhan	ağa	4
1524	külhan	bey	37
1525	külhan	ceket	1
1526	külhan	dayı	2
1527	külhan	deli	1
1528	külhan	derebeyi	1
1529	külhan	efe	6
1530	külhan	erkek	1
1531	külhan	eşkıya	1
1532	külhan	fes	1
1533	külhan	fincan	1
1534	külhan	kabadayı	23
1535	külhan	kasket	1
1536	külhan	maço	2
1537	külhan	nara	4
1538	külhan	saray	1
1539	külhan	sinir	1
1540	külhan	tespih	2
1541	külhan	tiyatro	1
1542	külhan	çakı	1
1543	kırmızı	ak	1
1544	kırmızı	al	10
1545	kırmızı	arena	1
1546	kırmızı	aşk	2
1547	kırmızı	bayrak	4
1548	kırmızı	beyaz	2
1549	kırmızı	biber	3
1550	kırmızı	boya	1
1551	kırmızı	boğa	2
1552	kırmızı	dikkat	1
1553	kırmızı	domates	1
1554	kırmızı	elbise	1
1555	kırmızı	elma	4
1556	kırmızı	enerji	1
1557	kırmızı	et	1
1558	kırmızı	gecelik	1
1559	kırmızı	gül	4
1560	kırmızı	halı	1
1561	kırmızı	kan	21
1562	kırmızı	kazak	1
1563	kırmızı	korku	1
1564	kırmızı	lahana	1
1565	kırmızı	mavi	2
1566	kırmızı	oje	1
1567	kırmızı	parlak	1
1568	kırmızı	pembe	1
1569	kırmızı	renk	7
1570	kırmızı	sarı	5
1571	kırmızı	seks	1
1572	kırmızı	turuncu	1
1573	kırmızı	tutku	1
1574	kırmızı	yakışma	1
1575	kırmızı	yanak	1
1576	kırmızı	yeşil	3
1577	kırmızı	çingene	1
1578	kırmızı	çorap	1
1579	kırmızı	ışık	2
1580	kırmızı	şarap	6
1581	lezzet	balık	1
1582	lezzet	börek	1
1583	lezzet	geçici	1
1584	lezzet	güzel	1
1585	lezzet	kebap	1
1586	lezzet	kek	2
1587	lezzet	koku	2
1588	lezzet	leziz	1
1589	lezzet	lokanta	1
1590	lezzet	mutluluk	1
1591	lezzet	patlıcan	1
1592	lezzet	pilav	1
1593	lezzet	tat	33
1594	lezzet	tatlı	4
1595	lezzet	tavuk	1
1596	lezzet	tereyağı	1
1597	lezzet	tuz	2
1598	lezzet	yemek	40
1599	lezzet	zevk	3
1600	lezzet	çikolata	2
1601	medya	abartı	1
1602	medya	arazi	1
1603	medya	basın	6
1604	medya	boş	1
1605	medya	dedikodu	1
1606	medya	etkileyici	1
1607	medya	gazete	15
1608	medya	güç	2
1609	medya	haber	7
1610	medya	holding	1
1611	medya	iletişim	1
1612	medya	kamera	2
1613	medya	kronik	1
1614	medya	kötü	1
1615	medya	magazin	7
1616	medya	manken	1
1617	medya	merak	1
1618	medya	okumak	1
1619	medya	palavra	2
1620	medya	para	1
1621	medya	pislik	1
1622	medya	reklam	4
1623	medya	rezillik	1
1624	medya	röportaj	1
1625	medya	seviyesiz	1
1626	medya	televizyon	29
1627	medya	terör	1
1628	medya	uydurma	1
1629	medya	yalan	4
1630	medya	yaygın	1
1631	medya	yayın	1
1632	medya	ünlü	1
1633	meraklı	acaba	1
1634	meraklı	afacan	3
1635	meraklı	alışkanlık	1
1636	meraklı	anne	1
1637	meraklı	araştırmak	3
1638	meraklı	bilgi	1
1639	meraklı	dedikoducu	5
1640	meraklı	dikkatli	1
1641	meraklı	gereksiz	3
1642	meraklı	geveze	5
1643	meraklı	göz	5
1644	meraklı	heves	1
1645	meraklı	heyecan	2
1646	meraklı	ilgili	5
1647	meraklı	ilginç	1
1648	meraklı	ilgisiz	1
1649	meraklı	istekli	5
1650	meraklı	kadın	2
1651	meraklı	kedi	8
1652	meraklı	komşu	11
1653	meraklı	köfteci	5
1654	meraklı	kötülük	1
1655	meraklı	maydanoz	2
1656	meraklı	meraksız	1
1657	meraklı	muzip	1
1658	meraklı	nefret	1
1659	meraklı	sabırsız	1
1660	meraklı	saygısız	2
1661	meraklı	sevimsiz	1
1662	meraklı	sinir	1
1663	meraklı	sinirlenmek	1
1664	meraklı	soru	5
1665	meraklı	sıkıcı	2
1666	meraklı	yaramaz	2
1667	meraklı	zeki	2
1668	meraklı	çocuk	5
1669	meraklı	öğrenmek	2
1670	metal	aksesuar	1
1671	metal	alaşım	1
1672	metal	alerji	2
1673	metal	altın	2
1674	metal	alüminyum	1
1675	metal	ametal	9
1676	metal	bakır	5
1677	metal	bıçak	2
1678	metal	cisim	1
1679	metal	demir	31
1680	metal	elektrik	1
1681	metal	eritmek	1
1682	metal	gri	3
1683	metal	gümüş	2
1684	metal	iletken	1
1685	metal	kaşık	3
1686	metal	kutu	2
1687	metal	madde	6
1688	metal	maden	1
1689	metal	müzik	8
1690	metal	para	2
1691	metal	parlak	2
1692	metal	saat	2
1693	metal	sert	3
1694	metal	sodyum	1
1695	metal	soğuk	2
1696	metal	tencere	1
1697	metal	yüzük	1
1698	metal	çelik	2
1699	mineral	besin	6
1700	mineral	beslenme	1
1701	mineral	depo	1
1702	mineral	diş macunu	2
1703	mineral	enerji	1
1704	mineral	enzim	1
1705	mineral	faydalı	2
1706	mineral	gerekli	2
1707	mineral	gıda	1
1708	mineral	kalsiyum	1
1709	mineral	kayaç	1
1710	mineral	kimya	2
1711	mineral	maden	2
1712	mineral	maden suyu	6
1713	mineral	magnezyum	1
1714	mineral	meyve	1
1715	mineral	sağlık	1
1716	mineral	soda	13
1717	mineral	su	28
1718	mineral	süt	1
1719	mineral	sıvı	1
1720	mineral	tabaka	1
1721	mineral	toprak	2
1722	mineral	tuz	13
1723	mineral	vitamin	8
1724	mineral	yararlı	1
1725	müftülük	Kuran	1
1726	müftülük	bina	1
1727	müftülük	cami	5
1728	müftülük	din	38
1729	müftülük	diyanet	14
1730	müftülük	ezan	4
1731	müftülük	fetva	1
1732	müftülük	hilafet	1
1733	müftülük	hoca	2
1734	müftülük	ibadet	1
1735	müftülük	il	1
1736	müftülük	ilahiyat	1
1737	müftülük	imam	11
1738	müftülük	kadı	2
1739	müftülük	kaymakamlık	2
1740	müftülük	kitap	1
1741	müftülük	köy	1
1742	müftülük	muhtar	1
1743	müftülük	müftü	1
1744	müftülük	namaz	1
1745	müftülük	oda	1
1746	müftülük	sarık	1
1747	müftülük	takke	1
1748	müftülük	tutuculuk	1
1749	müftülük	vaaz	2
1750	müftülük	vali	1
1751	müftülük	İslam	2
1752	müftülük	şehir	1
1753	nezle	burun	7
1754	nezle	grip	42
1755	nezle	hapşırık	5
1756	nezle	hasta	7
1757	nezle	hastalık	11
1758	nezle	ilaç	1
1759	nezle	kış	1
1760	nezle	limon	1
1761	nezle	mendil	6
1762	nezle	salgın	1
1763	nezle	soğuk	6
1764	nezle	sümük	9
1765	nezle	öksürük	3
1766	oksijen	ağaç	1
1767	oksijen	dağ	1
1768	oksijen	fizik	1
1769	oksijen	fotosentez	1
1770	oksijen	gaz	3
1771	oksijen	hava	36
1772	oksijen	hayat	4
1773	oksijen	hidrojen	8
1774	oksijen	karbondioksit	8
1775	oksijen	kimya	3
1776	oksijen	maske	1
1777	oksijen	nefes	10
1778	oksijen	rahatlık	1
1779	oksijen	solunum	1
1780	oksijen	su	10
1781	oksijen	tüp	2
1782	oksijen	yanmak	1
1783	oksijen	yaşam	6
1784	oksijen	çamaşır	2
1785	papatya	arı	1
1786	papatya	aşk	1
1787	papatya	bahar	9
1788	papatya	beyaz	7
1789	papatya	cici	1
1790	papatya	doğa	1
1791	papatya	fal	11
1792	papatya	gül	2
1793	papatya	güzellik	1
1794	papatya	ilkbahar	2
1795	papatya	kedi	1
1796	papatya	koku	2
1797	papatya	kır	8
1798	papatya	masumiyet	1
1799	papatya	mutluluk	1
1800	papatya	rumuz	1
1801	papatya	saf	1
1802	papatya	samimiyet	1
1803	papatya	sarı	10
1804	papatya	sevgi	5
1805	papatya	yaprak	2
1806	papatya	yeşillik	1
1807	papatya	yuvarlak	1
1808	papatya	çay	2
1809	papatya	çiçek	27
1810	para	alışveriş	8
1811	para	araba	1
1812	para	banka	1
1813	para	bankamatik	1
1814	para	banknot	1
1815	para	bela	1
1816	para	bolluk	1
1817	para	borç	1
1818	para	bozukluk	1
1819	para	burs	2
1820	para	cinayet	1
1821	para	cüzdan	10
1822	para	değersiz	1
1823	para	dolar	5
1824	para	dünya	1
1825	para	fakirlik	1
1826	para	gerekli	5
1827	para	gereksinim	1
1828	para	güç	7
1829	para	her şey	1
1830	para	huzur	1
1831	para	iman	1
1832	para	iyi	1
1833	para	iş	3
1834	para	kapitalizm	1
1835	para	kasa	2
1836	para	kazanmak	1
1837	para	kağıt	1
1838	para	kirli	1
1839	para	lüks	1
1840	para	madeni	2
1841	para	mal	1
1842	para	meslek	1
1843	para	mutsuzluk	1
1844	para	nakit	4
1845	para	pis	1
1846	para	pul	3
1847	para	resim	1
1848	para	satın alma	1
1849	para	sağlık	1
1850	para	sorun	1
1851	para	ticaret	1
1852	para	tüketim	1
1853	para	yeşil	8
1854	para	zengin	6
1855	para	zenginlik	2
1856	para	şöhret	1
1857	parke	ahşap	4
1858	parke	cadde	1
1859	parke	cila	8
1860	parke	dans	1
1861	parke	döşeme	7
1862	parke	ev	14
1863	parke	halı	3
1864	parke	hol	1
1865	parke	kara	1
1866	parke	kaygan	1
1867	parke	kış	1
1868	parke	laminant	2
1869	parke	manzara	1
1870	parke	marley	1
1871	parke	mont	1
1872	parke	mutfak	1
1873	parke	oda	2
1874	parke	salon	2
1875	parke	taban	3
1876	parke	tahta	8
1877	parke	taş	2
1878	parke	temizlik	2
1879	parke	yağmur	4
1880	parke	yer	18
1881	parke	yol	1
1882	parke	zemin	9
1883	parke	şömine	1
1884	paslı	bakımsız	1
1885	paslı	bisiklet	1
1886	paslı	buji	1
1887	paslı	bıçak	1
1888	paslı	demir	40
1889	paslı	döküntü	1
1890	paslı	eski	10
1891	paslı	hançer	1
1892	paslı	hayat	1
1893	paslı	kahverengi	2
1894	paslı	kimyasal	1
1895	paslı	kirli	5
1896	paslı	koku	1
1897	paslı	küf	1
1898	paslı	küflü	1
1899	paslı	kılıç	2
1900	paslı	kırmızı	1
1901	paslı	nem	1
1902	paslı	pis	5
1903	paslı	su	1
1904	paslı	tel	1
1905	paslı	temizlik	1
1906	paslı	teneke	1
1907	paslı	tetanos	6
1908	paslı	turuncu	1
1909	paslı	zehir	1
1910	paslı	çivi	11
1911	pencere	ağaç	1
1912	pencere	bilgisayar	1
1913	pencere	cam	40
1914	pencere	dışarısı	3
1915	pencere	ev	4
1916	pencere	gökyüzü	2
1917	pencere	gıcırtı	1
1918	pencere	hava	4
1919	pencere	kapı	13
1920	pencere	kol	2
1921	pencere	manzara	2
1922	pencere	mavi	1
1923	pencere	oda	3
1924	pencere	perde	14
1925	pencere	pervaz	1
1926	pencere	saydam	1
1927	pencere	seyir	1
1928	pencere	soğuk	1
1929	pencere	yağmur	1
1930	pencere	çerçeve	2
1931	pencere	ışık	2
1932	peşinatsız	alışveriş	7
1933	peşinatsız	ayakkabı	1
1934	peşinatsız	banka	1
1935	peşinatsız	bedava	1
1936	peşinatsız	borç	1
1937	peşinatsız	ev	1
1938	peşinatsız	eşya	2
1939	peşinatsız	faiz	2
1940	peşinatsız	hemen	1
1941	peşinatsız	iyilik	1
1942	peşinatsız	kefil	2
1943	peşinatsız	kolay	1
1944	peşinatsız	mal	1
1945	peşinatsız	mağaza	1
1946	peşinatsız	mobilya	1
1947	peşinatsız	nakit	2
1948	peşinatsız	pahalı	1
1949	peşinatsız	para	3
1950	peşinatsız	parasız	1
1951	peşinatsız	peşin	2
1952	peşinatsız	rahat	1
1953	peşinatsız	rahatlık	1
1954	peşinatsız	satış	1
1955	peşinatsız	taksit	50
1956	peşinatsız	ticaret	1
1957	peşinatsız	ucuz	1
1958	peşinatsız	uygun	1
1959	peşinatsız	vadeli	5
1960	peşinatsız	vadesiz	1
1961	peşinatsız	yatak	1
1962	peşinatsız	ödeme	3
1963	peşinatsız	ödemesiz	1
1964	pire	battaniye	2
1965	pire	bit	38
1966	pire	böcek	8
1967	pire	deve	17
1968	pire	ev	1
1969	pire	fare	1
1970	pire	hayvan	1
1971	pire	kaşınmak	3
1972	pire	kaşıntı	6
1973	pire	kedi	2
1974	pire	kene	2
1975	pire	kir	1
1976	pire	köpek	2
1977	pire	küçük	3
1978	pire	lamba	1
1979	pire	pislik	1
1980	pire	reis	1
1981	pire	ufak	1
1982	pire	yorgan	6
1983	pire	zıplamak	2
1984	pire	ısırık	1
1985	pomat	ameliyat	1
1986	pomat	cilt	1
1987	pomat	eczane	1
1988	pomat	elma	1
1989	pomat	göz	3
1990	pomat	hayvan	1
1991	pomat	ilaç	6
1992	pomat	kan	5
1993	pomat	kedi	1
1994	pomat	krem	26
1995	pomat	merhem	3
1996	pomat	mikrop	1
1997	pomat	pamuk	13
1998	pomat	potasyum	1
1999	pomat	pudra	1
2000	pomat	sivilce	3
2001	pomat	sızıntı	1
2002	pomat	tedavi	3
2003	pomat	toz	3
2004	pomat	yanık	2
2005	pomat	yara	21
2006	pomat	yumuşak	1
2007	pomat	yüz	1
2008	radyo	anten	7
2009	radyo	araba	2
2010	radyo	basın	1
2011	radyo	cızırtı	1
2012	radyo	dalga	2
2013	radyo	dinleme	1
2014	radyo	eksen	1
2015	radyo	eski	1
2016	radyo	frekans	1
2017	radyo	geçmiş	1
2018	radyo	haber	6
2019	radyo	hediye	1
2020	radyo	iletişim	1
2021	radyo	kablo	1
2022	radyo	kanal	3
2023	radyo	kulüp	1
2024	radyo	laf	1
2025	radyo	maç	1
2026	radyo	müzik	35
2027	radyo	parazit	1
2028	radyo	pil	1
2029	radyo	servis	1
2030	radyo	ses	6
2031	radyo	skeç	1
2032	radyo	spiker	1
2033	radyo	televizyon	15
2034	radyo	teyp	1
2035	radyo	uyku	1
2036	radyo	çizgi film	1
2037	radyo	şarkı	3
2038	sadık	aldatmak	2
2039	sadık	arkadaş	5
2040	sadık	ayrılmaz	1
2041	sadık	bağlı	4
2042	sadık	bağımlı	3
2043	sadık	dost	13
2044	sadık	dürüst	1
2045	sadık	evlilik	1
2046	sadık	eş	8
2047	sadık	fedakar	3
2048	sadık	güvenilir	3
2049	sadık	ilişki	1
2050	sadık	insan	2
2051	sadık	iyi	1
2052	sadık	kul	1
2053	sadık	kutsal	1
2054	sadık	köpek	41
2055	sadık	sadakat	3
2056	sadık	sevgili	1
2057	sadık	vefalı	3
2058	sadık	yar	2
2059	sazlık	akarsu	1
2060	sazlık	alan	1
2061	sazlık	azlık	1
2062	sazlık	bahçe	1
2063	sazlık	balık	2
2064	sazlık	bataklık	9
2065	sazlık	dere	7
2066	sazlık	göl	11
2067	sazlık	kamış	3
2068	sazlık	kayık	1
2069	sazlık	kurbağa	5
2070	sazlık	kuş	2
2071	sazlık	köy	2
2072	sazlık	kıyı	1
2073	sazlık	nehir	3
2074	sazlık	ney	4
2075	sazlık	orman	1
2076	sazlık	ot	13
2077	sazlık	sarı	1
2078	sazlık	saz	1
2079	sazlık	sazan	1
2080	sazlık	seyranlık	1
2081	sazlık	sinek	3
2082	sazlık	su	5
2083	sazlık	tekne	1
2084	sazlık	tenha	2
2085	sazlık	yaz	1
2086	sazlık	yeşil	2
2087	sazlık	çamur	1
2088	sazlık	çekirge	1
2089	sazlık	ördek	11
2090	sazlık	ıslak	1
2091	semer	ahır	2
2092	semer	altın	1
2093	semer	at	39
2094	semer	bağlanmak	1
2095	semer	bedel	1
2096	semer	deve	1
2097	semer	eşek	49
2098	semer	fazlalık	1
2099	semer	kemer	2
2100	semer	paha	1
2101	semer	semerci	1
2102	semer	sıkıntı	1
2103	serin	akşam	2
2104	serin	ayaz	1
2105	serin	ayran	1
2106	serin	balkon	1
2107	serin	buzdolabı	2
2108	serin	deniz	1
2109	serin	dinlenmek	1
2110	serin	esinti	2
2111	serin	ferah	4
2112	serin	hastahane	1
2113	serin	hava	5
2114	serin	hoş	4
2115	serin	huzurlu	1
2116	serin	hırka	2
2117	serin	kola	2
2118	serin	kolonya	1
2119	serin	kuru	2
2120	serin	kuytu	1
2121	serin	kış	3
2122	serin	meltem	2
2123	serin	mont	1
2124	serin	palto	1
2125	serin	rahatlama	4
2126	serin	rahatlık	2
2127	serin	rutubet	1
2128	serin	rüzgar	8
2129	serin	sonbahar	2
2130	serin	soğuk	20
2131	serin	su	1
2132	serin	sulak	4
2133	serin	sıcak	2
2134	serin	taze	2
2135	serin	yayla	1
2136	serin	yaz	1
2137	serin	yüksek	1
2138	serin	çıplak	1
2139	serin	ürperti	3
2140	serin	ılık	6
2141	sofra	aile	4
2142	sofra	akşam	1
2143	sofra	beraberlik	1
2144	sofra	bereket	1
